,MI-Detroit,IN-Indianapolis,BE-St. Ghislain,IE-Dublin,SG-Singapore,TW-Changhua County
2010-06-17 22:00:00,21.16,22.71,17.12,14.09,28.72,29.19
2010-06-17 23:00:00,20.97,22.58,16.57,12.58,28.21,28.89
2010-06-18 00:00:00,20.44,21.52,15.53,11.73,27.95,28.66
2010-06-18 01:00:00,19.73,21.47,13.98,11.48,27.22,28.49
2010-06-18 02:00:00,17.91,19.91,12.84,11.48,27.09,28.33
2010-06-18 03:00:00,17.77,18.87,12.08,11.92,26.84,28.06
2010-06-18 04:00:00,17.63,18.23,11.79,11.34,26.84,27.8
2010-06-18 05:00:00,17.26,18.31,11.35,12.34,27.68,27.88
2010-06-18 06:00:00,17.22,17.8,11.22,12.54,27.86,28.58
2010-06-18 07:00:00,17.73,17.75,12.15,13.01,28.08,29.62
2010-06-18 08:00:00,17.73,20.56,12.16,13.72,28.4,30.56
2010-06-18 09:00:00,17.7,23.28,12.48,14.47,29.57,31.28
2010-06-18 10:00:00,18.19,25.49,12.67,14.93,26.78,31.91
2010-06-18 11:00:00,19.23,26.02,13.53,15.41,26.79,32.33
2010-06-18 12:00:00,20.64,25.57,15.39,15.94,27.97,32.44
2010-06-18 13:00:00,21.14,25.69,17.02,16.32,28.66,32.33
2010-06-18 14:00:00,21.83,27.27,17.21,16.82,29.48,32.22
2010-06-18 15:00:00,22.32,27.28,17.44,17.71,29.92,32.22
2010-06-18 16:00:00,22.46,28.31,16.41,17.89,30.24,32.22
2010-06-18 17:00:00,22.96,27.33,16.06,18.06,29.92,32.01
2010-06-18 18:00:00,23.59,28.36,15.0,17.98,29.92,31.44
2010-06-18 19:00:00,23.45,27.28,13.78,18.12,29.53,30.67
2010-06-18 20:00:00,27.86,30.55,12.83,17.5,29.07,30.0
2010-06-18 21:00:00,21.04,25.09,12.78,15.92,28.51,29.54
2010-06-18 22:00:00,19.83,23.88,12.72,13.86,28.08,29.18
2010-06-18 23:00:00,18.84,23.76,12.27,12.74,27.97,28.89
2010-06-19 00:00:00,17.93,22.68,12.09,11.65,27.22,28.66
2010-06-19 01:00:00,17.88,22.59,11.04,10.64,27.78,28.5
2010-06-19 02:00:00,17.75,21.51,10.81,8.66,27.09,28.33
2010-06-19 03:00:00,17.28,21.92,10.22,7.52,26.11,28.04
2010-06-19 04:00:00,17.26,20.92,9.68,7.41,25.74,27.76
2010-06-19 05:00:00,17.4,20.86,9.63,6.89,26.26,27.78
2010-06-19 06:00:00,16.34,19.87,9.87,7.82,26.36,28.31
2010-06-19 07:00:00,17.41,19.92,10.98,10.03,26.79,29.16
2010-06-19 08:00:00,19.55,22.18,11.11,11.07,26.89,30.0
2010-06-19 09:00:00,21.14,23.42,11.99,11.75,27.88,30.79
2010-06-19 10:00:00,22.64,26.08,10.98,12.93,29.89,31.58
2010-06-19 11:00:00,24.04,27.22,12.41,13.56,30.92,32.22
2010-06-19 12:00:00,25.14,28.36,12.91,14.65,31.51,32.71
2010-06-19 13:00:00,26.28,29.38,12.66,14.97,31.11,33.04
2010-06-19 14:00:00,26.99,29.99,12.75,15.07,31.51,33.12
2010-06-19 15:00:00,28.06,31.03,13.11,14.99,31.41,32.8
2010-06-19 16:00:00,29.22,31.61,12.69,14.95,30.46,32.22
2010-06-19 17:00:00,29.73,32.14,13.73,14.95,29.38,31.67
2010-06-19 18:00:00,30.23,31.65,13.27,14.33,28.69,31.23
2010-06-19 19:00:00,29.73,31.64,11.91,14.3,28.14,30.83
2010-06-19 20:00:00,28.04,27.78,11.76,13.94,27.76,30.45
2010-06-19 21:00:00,28.49,22.83,10.34,12.87,26.92,30.12
2010-06-19 22:00:00,23.76,21.16,9.98,11.47,26.68,29.81
2010-06-19 23:00:00,21.32,21.09,9.57,10.3,26.89,29.44
2010-06-20 00:00:00,20.61,21.08,9.05,9.28,26.1,28.91
2010-06-20 01:00:00,20.72,21.09,8.89,7.47,26.1,28.32
2010-06-20 02:00:00,20.17,21.13,9.12,7.47,25.72,27.88
2010-06-20 03:00:00,20.07,19.96,8.99,6.7,26.1,27.67
2010-06-20 04:00:00,20.14,20.0,8.89,6.47,25.72,27.62
2010-06-20 05:00:00,20.59,20.0,8.94,6.49,25.72,27.78
2010-06-20 06:00:00,20.24,19.96,8.83,7.63,25.78,28.21
2010-06-20 07:00:00,21.14,20.01,9.43,8.96,25.36,28.86
2010-06-20 08:00:00,21.64,20.56,10.1,10.47,26.35,29.55
2010-06-20 09:00:00,22.27,22.16,10.64,12.06,27.82,30.34
2010-06-20 10:00:00,24.42,23.87,11.86,13.07,29.9,31.18
2010-06-20 11:00:00,25.97,25.02,11.94,14.72,31.03,31.77
2010-06-20 12:00:00,27.1,27.13,12.26,15.89,31.51,31.96
2010-06-20 13:00:00,27.73,28.26,12.38,17.28,31.21,31.91
2010-06-20 14:00:00,28.73,28.82,13.02,17.58,31.61,31.77
2010-06-20 15:00:00,29.22,29.37,12.26,18.21,30.72,31.63
2010-06-20 16:00:00,29.32,29.91,12.6,18.65,30.52,31.42
2010-06-20 17:00:00,29.83,29.91,12.67,18.24,30.38,31.11
2010-06-20 18:00:00,29.26,28.88,12.5,18.27,30.0,30.62
2010-06-20 19:00:00,28.34,28.86,12.15,17.89,29.28,30.04
2010-06-20 20:00:00,26.22,30.43,12.16,17.56,28.7,29.55
2010-06-20 21:00:00,26.67,25.55,11.67,15.97,28.7,29.28
2010-06-20 22:00:00,25.49,24.48,11.11,13.89,28.72,29.1
2010-06-20 23:00:00,25.0,23.42,10.99,13.27,28.65,28.89
2010-06-21 00:00:00,23.52,22.86,10.93,13.07,28.33,28.56
2010-06-21 01:00:00,23.37,22.2,9.93,12.51,28.33,28.19
2010-06-21 02:00:00,22.34,21.22,9.54,11.56,27.79,27.88
2010-06-21 03:00:00,21.73,21.72,8.89,10.68,27.95,27.58
2010-06-21 04:00:00,20.69,21.18,8.99,10.9,27.22,27.33
2010-06-21 05:00:00,20.06,20.68,9.13,10.83,27.54,27.44
2010-06-21 06:00:00,19.09,20.62,9.87,11.17,27.51,28.09
2010-06-21 07:00:00,19.58,20.6,9.98,12.26,27.2,29.1
2010-06-21 08:00:00,21.08,22.31,10.57,13.97,28.16,30.11
2010-06-21 09:00:00,22.27,24.91,11.56,15.95,29.58,31.34
2010-06-21 10:00:00,24.2,26.63,12.69,17.28,30.41,32.58
2010-06-21 11:00:00,25.34,28.26,13.46,19.17,30.82,32.78
2010-06-21 12:00:00,25.93,29.32,13.74,19.37,31.11,32.39
2010-06-21 13:00:00,26.49,29.94,14.3,19.66,31.11,31.73
2010-06-21 14:00:00,27.42,30.97,15.22,19.38,30.63,30.88
2010-06-21 15:00:00,26.95,31.07,16.88,19.91,31.39,29.91
2010-06-21 16:00:00,26.14,30.59,16.22,20.26,32.22,28.9
2010-06-21 17:00:00,27.1,31.12,18.12,20.71,31.84,27.94
2010-06-21 18:00:00,26.83,31.6,17.78,21.15,31.56,27.1
2010-06-21 19:00:00,26.32,31.07,17.22,20.71,30.79,26.47
2010-06-21 20:00:00,24.57,28.28,16.62,19.51,29.53,26.11
2010-06-21 21:00:00,22.19,29.27,14.44,17.73,29.48,26.73
2010-06-21 22:00:00,21.11,28.65,12.13,16.43,28.46,28.45
2010-06-21 23:00:00,20.14,27.1,11.48,15.11,28.65,29.44
2010-06-22 00:00:00,20.49,27.06,9.55,14.06,27.95,28.75
2010-06-22 01:00:00,19.55,25.99,9.24,13.59,27.95,27.33
2010-06-22 02:00:00,19.55,25.96,8.93,12.52,27.67,26.2
2010-06-22 03:00:00,18.96,25.41,7.56,12.23,27.22,25.65
2010-06-22 04:00:00,18.49,25.34,7.34,12.17,26.84,25.39
2010-06-22 05:00:00,17.91,23.83,6.67,11.16,27.77,25.64
2010-06-22 06:00:00,17.83,23.28,6.91,11.91,27.86,26.69
2010-06-22 07:00:00,18.68,23.29,9.23,13.62,27.53,28.23
2010-06-22 08:00:00,20.69,24.99,11.92,14.97,28.11,29.66
2010-06-22 09:00:00,22.18,25.83,13.87,15.83,29.26,30.83
2010-06-22 10:00:00,23.13,22.28,16.09,16.71,26.34,31.87
2010-06-22 11:00:00,24.16,22.26,17.28,17.34,27.08,32.54
2010-06-22 12:00:00,25.2,23.24,18.76,18.14,28.04,32.8
2010-06-22 13:00:00,25.27,25.41,19.53,18.27,28.39,32.69
2010-06-22 14:00:00,25.7,26.07,20.03,20.07,29.36,32.12
2010-06-22 15:00:00,26.27,27.19,20.64,19.97,29.06,30.75
2010-06-22 16:00:00,26.78,27.76,21.27,19.82,29.29,28.92
2010-06-22 17:00:00,26.24,28.27,21.21,19.73,29.56,27.53
2010-06-22 18:00:00,25.42,28.32,21.58,19.19,29.23,26.89
2010-06-22 19:00:00,25.35,28.32,21.09,19.13,28.61,26.7
2010-06-22 20:00:00,28.39,26.71,20.31,18.38,28.46,26.87
2010-06-22 21:00:00,23.67,27.69,18.22,16.86,28.13,27.72
2010-06-22 22:00:00,22.77,26.63,16.67,15.91,28.08,28.93
2010-06-22 23:00:00,22.29,26.14,15.86,15.65,27.87,29.44
2010-06-23 00:00:00,22.25,21.18,14.64,14.96,27.22,28.54
2010-06-23 01:00:00,21.73,22.13,13.29,14.22,26.85,26.95
2010-06-23 02:00:00,21.76,20.69,12.49,13.68,26.56,25.76
2010-06-23 03:00:00,21.82,21.06,10.97,12.77,26.47,25.32
2010-06-23 04:00:00,22.31,20.92,10.79,13.19,26.47,25.28
2010-06-23 05:00:00,19.26,20.99,9.96,12.54,26.69,25.64
2010-06-23 06:00:00,19.55,20.5,10.23,13.28,27.01,26.64
2010-06-23 07:00:00,19.61,20.97,13.01,14.57,26.79,28.06
2010-06-23 08:00:00,20.03,21.07,16.03,15.99,26.93,29.23
2010-06-23 09:00:00,22.21,20.56,18.01,17.17,27.82,30.06
2010-06-23 10:00:00,23.92,21.72,20.98,17.43,29.47,30.64
2010-06-23 11:00:00,25.91,22.82,21.97,17.81,30.0,30.66
2010-06-23 12:00:00,26.51,24.46,22.82,18.58,29.63,29.63
2010-06-23 13:00:00,27.58,26.65,22.82,17.64,30.37,28.03
2010-06-23 14:00:00,28.73,27.2,23.87,18.96,27.32,26.97
2010-06-23 15:00:00,29.34,27.22,24.55,19.24,25.02,27.14
2010-06-23 16:00:00,29.94,27.78,24.87,19.38,25.51,27.86
2010-06-23 17:00:00,30.41,27.29,25.0,19.49,25.56,28.21
2010-06-23 18:00:00,30.38,27.82,25.09,19.7,25.6,27.63
2010-06-23 19:00:00,29.87,27.74,24.87,19.5,25.51,26.68
2010-06-23 20:00:00,29.36,30.01,24.28,18.52,25.51,26.2
2010-06-23 21:00:00,28.22,26.16,22.22,18.09,25.51,26.76
2010-06-23 22:00:00,27.22,25.51,19.46,17.11,25.46,27.77
2010-06-23 23:00:00,26.18,25.49,18.34,16.19,25.87,28.33
2010-06-24 00:00:00,24.56,25.48,17.08,15.14,25.36,27.93
2010-06-24 01:00:00,23.52,25.42,15.81,14.83,25.36,27.08
2010-06-24 02:00:00,23.33,24.89,14.01,13.72,25.98,26.43
2010-06-24 03:00:00,23.28,24.36,13.81,13.28,26.1,26.22
2010-06-24 04:00:00,22.31,24.39,13.24,13.05,26.1,26.22
2010-06-24 05:00:00,22.28,24.35,12.63,13.22,25.82,26.43
2010-06-24 06:00:00,22.28,23.87,12.47,13.59,25.21,27.01
2010-06-24 07:00:00,22.25,24.42,14.69,14.02,25.92,27.81
2010-06-24 08:00:00,22.86,25.53,17.13,15.01,26.79,28.42
2010-06-24 09:00:00,25.29,27.21,19.12,16.16,27.61,28.79
2010-06-24 10:00:00,26.02,28.8,21.79,15.54,28.78,28.98
2010-06-24 11:00:00,25.61,29.46,22.48,17.11,29.92,28.8
2010-06-24 12:00:00,25.84,31.07,24.03,17.05,30.43,27.95
2010-06-24 13:00:00,24.97,31.66,24.57,17.26,30.68,26.74
2010-06-24 14:00:00,26.96,32.16,25.46,18.31,31.22,25.88
2010-06-24 15:00:00,28.62,32.14,25.32,17.39,30.43,25.75
2010-06-24 16:00:00,27.32,32.71,25.64,18.09,30.64,25.97
2010-06-24 17:00:00,28.74,32.71,26.44,18.59,29.96,26.11
2010-06-24 18:00:00,29.33,31.66,25.88,18.79,29.53,25.96
2010-06-24 19:00:00,29.9,31.11,24.46,18.76,28.81,25.73
2010-06-24 20:00:00,26.53,26.57,22.69,18.76,28.74,25.66
2010-06-24 21:00:00,29.12,28.89,20.25,16.97,28.78,25.93
2010-06-24 22:00:00,28.22,28.32,19.35,14.91,28.57,26.35
2010-06-24 23:00:00,23.64,25.86,17.98,13.84,27.68,26.67
2010-06-25 00:00:00,21.32,23.28,16.84,13.6,27.22,26.76
2010-06-25 01:00:00,21.16,22.68,15.23,13.36,27.22,26.74
2010-06-25 02:00:00,20.69,22.2,14.01,12.29,27.09,26.67
2010-06-25 03:00:00,21.18,22.21,13.69,10.96,27.22,26.57
2010-06-25 04:00:00,20.69,22.18,13.24,11.3,26.47,26.43
2010-06-25 05:00:00,21.11,22.2,12.86,11.89,26.78,26.22
2010-06-25 06:00:00,21.18,22.19,12.26,13.74,26.0,25.89
2010-06-25 07:00:00,21.77,22.2,15.25,15.13,25.92,25.51
2010-06-25 08:00:00,22.29,22.69,17.28,15.91,25.8,25.22
2010-06-25 09:00:00,22.94,22.73,19.87,16.98,24.39,25.09
2010-06-25 10:00:00,23.44,23.39,21.52,17.57,23.89,25.08
2010-06-25 11:00:00,23.83,23.85,21.98,18.72,24.96,25.11
2010-06-25 12:00:00,24.38,24.41,22.61,19.09,25.69,25.11
2010-06-25 13:00:00,25.72,25.48,23.99,19.22,26.71,25.17
2010-06-25 14:00:00,26.38,25.63,23.54,19.46,27.22,25.43
2010-06-25 15:00:00,26.99,26.09,25.43,18.43,27.22,26.19
2010-06-25 16:00:00,27.49,27.18,24.87,18.33,27.54,27.16
2010-06-25 17:00:00,27.11,27.18,24.11,18.3,27.54,27.67
2010-06-25 18:00:00,27.05,27.22,24.01,18.84,27.73,27.24
2010-06-25 19:00:00,26.51,26.66,23.33,18.44,27.39,26.35
2010-06-25 20:00:00,25.89,27.25,22.67,17.73,26.64,25.77
2010-06-25 21:00:00,24.73,24.91,21.23,17.06,26.64,25.96
2010-06-25 22:00:00,23.69,23.27,19.24,15.63,27.03,26.46
2010-06-25 23:00:00,23.06,22.65,18.44,14.26,26.34,26.67
2010-06-26 00:00:00,22.57,22.09,18.17,13.36,25.74,26.23
2010-06-26 01:00:00,21.63,20.98,17.23,13.83,26.47,25.52
2010-06-26 02:00:00,20.72,20.4,17.76,12.68,26.47,24.98
2010-06-26 03:00:00,19.46,20.34,16.11,12.32,26.47,24.73
2010-06-26 04:00:00,18.89,19.81,15.23,12.76,26.47,24.67
2010-06-26 05:00:00,18.21,19.24,14.34,13.06,26.45,24.98
2010-06-26 06:00:00,16.68,18.2,14.68,13.22,26.57,25.94
2010-06-26 07:00:00,16.75,19.19,15.84,14.83,26.03,27.28
2010-06-26 08:00:00,17.8,20.44,18.19,16.91,26.57,28.44
2010-06-26 09:00:00,18.74,21.69,20.56,17.57,27.4,29.21
2010-06-26 10:00:00,19.84,23.86,23.22,18.66,28.59,29.79
2010-06-26 11:00:00,21.73,25.01,23.73,18.52,29.23,30.23
2010-06-26 12:00:00,22.8,26.62,25.11,20.13,31.44,30.54
2010-06-26 13:00:00,24.24,27.76,25.88,18.94,31.64,30.71
2010-06-26 14:00:00,24.47,27.77,25.9,19.79,31.91,30.79
2010-06-26 15:00:00,25.52,28.83,25.66,20.19,32.22,30.83
2010-06-26 16:00:00,27.33,28.86,26.86,20.29,31.53,30.79
2010-06-26 17:00:00,26.62,28.89,26.85,20.7,31.4,30.56
2010-06-26 18:00:00,26.66,28.89,26.43,19.78,30.1,29.97
2010-06-26 19:00:00,26.27,28.35,25.66,19.38,29.72,29.19
2010-06-26 20:00:00,28.98,31.05,24.59,17.76,29.13,28.55
2010-06-26 21:00:00,24.05,25.11,22.17,16.99,28.51,28.23
2010-06-26 22:00:00,22.82,24.33,19.8,15.88,28.51,28.04
2010-06-26 23:00:00,22.2,23.71,19.21,15.13,28.02,27.78
2010-06-27 00:00:00,21.17,23.65,19.01,15.1,27.22,27.31
2010-06-27 01:00:00,20.62,23.06,17.23,15.69,26.84,26.76
2010-06-27 02:00:00,21.06,21.49,16.54,15.08,26.93,26.33
2010-06-27 03:00:00,20.06,20.99,15.25,14.91,26.84,25.94
2010-06-27 04:00:00,19.19,21.42,15.05,15.49,26.47,25.68
2010-06-27 05:00:00,19.66,20.42,14.37,15.49,27.06,25.88
2010-06-27 06:00:00,20.51,19.38,13.82,15.49,26.75,26.86
2010-06-27 07:00:00,20.13,20.44,17.02,15.76,26.85,28.31
2010-06-27 08:00:00,21.22,21.63,19.41,16.55,27.06,29.66
2010-06-27 09:00:00,21.68,23.26,22.72,17.48,24.89,30.82
2010-06-27 10:00:00,22.18,25.06,24.98,18.63,25.43,31.88
2010-06-27 11:00:00,23.86,27.73,26.04,19.59,26.85,32.56
2010-06-27 12:00:00,24.92,29.38,27.15,20.45,27.13,32.82
2010-06-27 13:00:00,26.54,30.02,27.5,20.73,27.89,32.69
2010-06-27 14:00:00,27.66,31.63,28.23,21.41,29.04,32.12
2010-06-27 15:00:00,28.3,31.68,28.33,21.98,28.81,30.77
2010-06-27 16:00:00,29.13,32.69,28.33,21.29,29.2,28.97
2010-06-27 17:00:00,29.27,32.71,28.72,21.9,29.39,27.53
2010-06-27 18:00:00,29.39,32.71,28.33,21.68,28.71,26.69
2010-06-27 19:00:00,29.52,31.64,27.5,21.33,28.28,26.23
2010-06-27 20:00:00,26.8,22.42,26.41,19.65,27.68,26.2
2010-06-27 21:00:00,28.29,29.39,24.01,18.27,27.5,26.98
2010-06-27 22:00:00,26.92,28.29,22.14,17.14,27.4,28.21
2010-06-27 23:00:00,25.95,27.2,21.38,15.08,27.16,28.89
2010-06-28 00:00:00,23.12,27.06,20.36,14.52,26.85,28.43
2010-06-28 01:00:00,22.11,26.09,19.24,14.25,25.74,27.42
2010-06-28 02:00:00,21.99,24.97,17.59,14.49,25.45,26.65
2010-06-28 03:00:00,21.48,24.44,16.03,13.98,25.36,26.35
2010-06-28 04:00:00,21.34,24.89,15.48,13.92,25.36,26.28
2010-06-28 05:00:00,20.42,23.86,15.06,13.38,26.11,26.54
2010-06-28 06:00:00,20.35,23.89,14.8,14.29,26.25,27.23
2010-06-28 07:00:00,20.32,24.39,17.36,15.41,26.07,28.24
2010-06-28 08:00:00,21.37,25.0,20.82,16.01,26.44,29.32
2010-06-28 09:00:00,22.31,27.17,22.89,17.24,27.93,30.54
2010-06-28 10:00:00,22.73,28.33,24.25,17.3,29.42,31.83
2010-06-28 11:00:00,22.91,29.42,26.11,17.22,29.9,32.78
2010-06-28 12:00:00,24.93,30.0,27.32,17.49,29.26,33.32
2010-06-28 13:00:00,23.85,31.04,27.94,17.77,27.67,33.51
2010-06-28 14:00:00,24.81,30.96,28.16,17.59,28.23,33.12
2010-06-28 15:00:00,24.41,30.54,28.76,18.06,30.31,31.74
2010-06-28 16:00:00,24.42,30.55,28.78,18.39,30.73,29.78
2010-06-28 17:00:00,25.31,31.07,28.74,17.75,30.74,28.21
2010-06-28 18:00:00,25.58,30.83,28.17,17.78,30.31,27.33
2010-06-28 19:00:00,26.22,25.02,26.91,18.66,29.28,26.84
2010-06-28 20:00:00,26.5,26.12,24.82,18.46,28.51,26.76
2010-06-28 21:00:00,25.53,23.32,22.69,17.69,28.16,27.38
2010-06-28 22:00:00,24.5,22.78,21.36,17.2,27.97,28.41
2010-06-28 23:00:00,24.95,23.28,20.42,17.0,27.5,28.89
2010-06-29 00:00:00,23.96,23.31,19.01,16.26,27.22,28.22
2010-06-29 01:00:00,23.37,22.82,18.29,15.66,27.22,27.01
2010-06-29 02:00:00,22.82,22.82,17.57,15.28,26.39,26.09
2010-06-29 03:00:00,22.29,22.77,18.21,14.58,26.47,25.77
2010-06-29 04:00:00,22.27,22.77,17.53,13.25,26.47,25.74
2010-06-29 05:00:00,22.32,22.77,16.97,12.48,26.47,25.98
2010-06-29 06:00:00,22.8,22.74,16.86,13.06,27.01,26.53
2010-06-29 07:00:00,22.35,22.74,17.51,13.87,25.68,27.34
2010-06-29 08:00:00,23.28,22.76,18.44,14.92,25.57,28.32
2010-06-29 09:00:00,24.94,22.79,19.55,16.01,26.77,29.63
2010-06-29 10:00:00,25.97,23.88,22.28,16.84,28.28,31.1
2010-06-29 11:00:00,26.74,26.05,23.28,17.89,30.0,32.12
2010-06-29 12:00:00,28.62,27.7,24.87,17.59,31.11,32.32
2010-06-29 13:00:00,28.76,28.78,26.31,18.7,31.68,32.07
2010-06-29 14:00:00,29.22,29.3,26.57,18.74,31.99,31.77
2010-06-29 15:00:00,29.72,29.83,26.91,18.67,31.93,31.57
2010-06-29 16:00:00,28.88,29.38,27.12,18.37,30.98,31.33
2010-06-29 17:00:00,28.73,29.34,25.57,18.64,30.5,31.01
2010-06-29 18:00:00,28.26,28.75,25.44,18.64,29.72,30.59
2010-06-29 19:00:00,27.18,26.74,25.13,18.53,29.23,30.1
2010-06-29 20:00:00,22.19,23.84,23.49,17.94,28.7,29.55
2010-06-29 21:00:00,24.92,24.99,21.79,16.88,28.72,29.23
2010-06-29 22:00:00,23.63,23.28,20.14,15.94,28.51,28.87
2010-06-29 23:00:00,21.93,22.68,19.26,15.11,28.02,28.49
2010-06-30 00:00:00,20.44,21.14,17.18,14.6,27.22,28.13
2010-06-30 01:00:00,19.38,20.6,16.84,13.57,27.22,27.8
2010-06-30 02:00:00,18.27,20.03,16.63,13.41,26.97,27.54
2010-06-30 03:00:00,17.68,19.5,16.23,13.68,26.85,27.13
2010-06-30 04:00:00,17.12,19.93,15.02,14.34,26.47,26.87
2010-06-30 05:00:00,16.14,19.44,14.34,14.52,27.06,26.99
2010-06-30 06:00:00,15.55,18.87,14.12,14.54,27.18,27.64
2010-06-30 07:00:00,15.03,18.84,16.11,15.26,27.01,28.66
2010-06-30 08:00:00,16.04,19.96,17.53,16.7,27.26,29.77
2010-06-30 09:00:00,17.05,21.57,18.69,17.94,29.29,31.11
2010-06-30 10:00:00,18.07,22.7,20.47,19.21,30.11,32.53
2010-06-30 11:00:00,18.27,22.2,22.28,19.48,31.31,33.33
2010-06-30 12:00:00,19.26,22.85,24.14,18.78,31.34,32.99
2010-06-30 13:00:00,19.8,23.83,25.56,19.34,30.74,32.03
2010-06-30 14:00:00,20.37,24.36,26.84,20.11,31.42,31.33
2010-06-30 15:00:00,20.98,24.98,27.22,20.67,30.24,31.36
2010-06-30 16:00:00,21.36,25.47,27.5,20.33,29.42,31.64
2010-06-30 17:00:00,21.13,24.98,26.71,19.76,29.13,31.67
2010-06-30 18:00:00,21.53,24.93,26.54,19.23,28.89,31.08
2010-06-30 19:00:00,21.48,24.4,25.98,17.78,28.59,30.24
2010-06-30 20:00:00,21.84,23.81,25.41,17.07,28.15,29.66
2010-06-30 21:00:00,20.0,22.06,22.56,16.33,28.08,29.72
2010-06-30 22:00:00,18.84,20.84,20.37,16.33,28.08,30.03
2010-06-30 23:00:00,18.31,19.81,18.9,16.42,28.21,30.0
2010-07-01 00:00:00,17.6,18.79,17.92,16.33,28.33,29.22
2010-07-01 01:00:00,16.04,18.23,17.74,16.44,27.22,28.09
2010-07-01 02:00:00,14.95,17.12,17.54,15.54,26.81,27.21
2010-07-01 03:00:00,13.94,16.54,15.98,16.36,26.47,26.71
2010-07-01 04:00:00,13.34,15.41,15.44,16.08,26.47,26.47
2010-07-01 05:00:00,12.39,14.36,14.64,16.26,27.06,26.65
2010-07-01 06:00:00,12.31,13.77,14.51,16.26,26.57,27.45
2010-07-01 07:00:00,12.86,13.83,17.38,16.66,26.85,28.67
2010-07-01 08:00:00,14.58,15.53,20.08,17.48,27.08,29.87
2010-07-01 09:00:00,16.51,17.72,21.87,18.48,28.01,31.04
2010-07-01 10:00:00,17.17,19.39,23.92,18.91,29.89,32.21
2010-07-01 11:00:00,18.07,21.06,25.78,19.75,30.36,32.99
2010-07-01 12:00:00,18.73,22.15,26.91,20.78,29.3,33.24
2010-07-01 13:00:00,19.8,22.76,28.01,20.71,27.13,33.11
2010-07-01 14:00:00,19.92,23.83,29.25,21.23,26.63,32.78
2010-07-01 15:00:00,20.53,24.37,30.0,21.49,26.82,32.18
2010-07-01 16:00:00,21.52,24.47,30.86,21.12,27.56,31.37
2010-07-01 17:00:00,22.01,24.98,30.51,20.01,28.11,30.66
2010-07-01 18:00:00,22.09,25.47,30.43,18.92,28.51,30.16
2010-07-01 19:00:00,22.09,24.41,30.43,18.48,27.81,29.77
2010-07-01 20:00:00,21.17,24.41,29.54,17.74,27.08,29.55
2010-07-01 21:00:00,21.08,22.09,27.51,17.07,27.12,29.64
2010-07-01 22:00:00,19.91,20.89,25.68,16.16,26.93,29.91
2010-07-01 23:00:00,18.87,19.84,25.05,15.42,26.83,30.0
2010-07-02 00:00:00,17.58,18.77,23.94,15.97,26.1,29.72
2010-07-02 01:00:00,15.76,18.25,23.1,15.57,26.1,29.27
2010-07-02 02:00:00,15.63,17.54,22.53,14.49,26.1,28.89
2010-07-02 03:00:00,14.67,17.06,21.56,14.46,26.1,28.61
2010-07-02 04:00:00,13.91,16.49,21.12,14.42,26.1,28.41
2010-07-02 05:00:00,13.38,15.9,20.77,13.95,25.87,28.44
2010-07-02 06:00:00,12.87,14.86,20.74,14.39,25.89,28.79
2010-07-02 07:00:00,13.43,14.87,22.28,15.73,25.78,29.37
2010-07-02 08:00:00,15.06,16.1,23.42,17.02,26.39,30.11
2010-07-02 09:00:00,17.08,18.26,25.7,18.29,27.28,31.14
2010-07-02 10:00:00,19.02,20.5,28.08,19.17,28.06,32.34
2010-07-02 11:00:00,19.66,22.13,29.46,20.53,29.42,33.23
2010-07-02 12:00:00,20.22,22.73,31.24,20.73,30.36,33.59
2010-07-02 13:00:00,22.11,23.83,32.22,21.49,30.74,33.66
2010-07-02 14:00:00,22.24,24.43,32.43,20.72,27.38,33.57
2010-07-02 15:00:00,23.31,24.93,33.33,19.65,25.14,33.38
2010-07-02 16:00:00,22.45,25.51,33.33,18.33,24.33,33.04
2010-07-02 17:00:00,23.41,25.99,33.18,18.18,24.23,32.56
2010-07-02 18:00:00,22.13,25.47,32.69,17.58,24.92,31.86
2010-07-02 19:00:00,21.64,25.47,31.17,17.84,24.81,31.03
2010-07-02 20:00:00,24.17,24.97,26.18,17.34,24.81,30.34
2010-07-02 21:00:00,19.95,22.68,24.56,16.6,24.81,29.95
2010-07-02 22:00:00,18.32,20.89,23.29,15.74,24.81,29.7
2010-07-02 23:00:00,17.36,20.23,22.58,14.68,24.86,29.44
2010-07-03 00:00:00,17.25,20.18,22.4,13.77,24.63,29.08
2010-07-03 01:00:00,16.29,19.05,21.91,12.85,24.63,28.71
2010-07-03 02:00:00,15.29,17.49,19.99,13.1,24.58,28.44
2010-07-03 03:00:00,14.71,16.97,20.02,12.73,24.63,28.25
2010-07-03 04:00:00,13.97,15.85,19.59,12.9,24.25,28.16
2010-07-03 05:00:00,13.09,16.38,19.56,12.9,24.76,28.33
2010-07-03 06:00:00,13.32,15.39,19.46,13.37,24.78,28.91
2010-07-03 07:00:00,13.75,15.38,20.14,13.8,24.99,29.74
2010-07-03 08:00:00,16.82,17.11,20.33,14.72,25.33,30.66
2010-07-03 09:00:00,18.86,18.88,22.28,16.71,25.91,31.71
2010-07-03 10:00:00,19.89,20.56,23.73,16.79,26.73,32.83
2010-07-03 11:00:00,20.89,22.22,23.82,16.64,24.65,33.67
2010-07-03 12:00:00,22.28,23.31,21.56,17.07,26.34,34.07
2010-07-03 13:00:00,22.88,23.87,19.02,17.68,27.48,34.18
